symbol,date,release_time
SJM,2019-11-22,bmo
BKE,2019-11-22,bmo
RMR,2019-11-22,bmo
GASS,2019-11-22,--
PANW,2019-11-25,amc
A,2019-11-25,amc
JEC,2019-11-25,bmo
AMBA,2019-11-25,amc
NAT,2019-11-25,bmo
GSM,2019-11-25,--
BECN,2019-11-25,amc
ITRN,2019-11-25,bmo
MNR,2019-11-25,amc
ENTA,2019-11-25,--
GBDC,2019-11-25,amc
CAAP,2019-11-25,--
VIOT,2019-11-25,--
OGI,2019-11-25,bmo
FULC,2019-11-25,--
VEEV,2019-11-26,amc
BBY,2019-11-26,bmo
ANF,2019-11-26,bmo
DELL,2019-11-26,amc
DKS,2019-11-26,bmo
NTNX,2019-11-26,--
ADSK,2019-11-26,amc
BNS,2019-11-26,bmo
ADI,2019-11-26,bmo
CBRL,2019-11-26,--
GMLP,2019-11-26,bmo
BMA,2019-11-26,--
GLNG,2019-11-26,bmo
CENT,2019-11-26,--
EV,2019-11-26,--
CENTA,2019-11-26,--
QADA,2019-11-26,amc
HIBB,2019-11-26,--
OOMA,2019-11-26,--
NCNA,2019-11-26,--
PANW,2019-11-25,amc
A,2019-11-25,amc
JEC,2019-11-25,bmo
AMBA,2019-11-25,amc
NAT,2019-11-25,bmo
GSM,2019-11-25,--
BECN,2019-11-25,amc
ITRN,2019-11-25,bmo
MNR,2019-11-25,amc
ENTA,2019-11-25,--
GBDC,2019-11-25,amc
CAAP,2019-11-25,--
VIOT,2019-11-25,--
OGI,2019-11-25,bmo
FULC,2019-11-25,--
VEEV,2019-11-26,amc
BBY,2019-11-26,bmo
ANF,2019-11-26,bmo
DELL,2019-11-26,amc
DKS,2019-11-26,bmo
NTNX,2019-11-26,--
ADSK,2019-11-26,amc
BNS,2019-11-26,bmo
ADI,2019-11-26,bmo
CBRL,2019-11-26,--
GMLP,2019-11-26,bmo
BMA,2019-11-26,--
GLNG,2019-11-26,bmo
CENT,2019-11-26,--
EV,2019-11-26,--
CENTA,2019-11-26,--
QADA,2019-11-26,amc
HIBB,2019-11-26,--
OOMA,2019-11-26,--
NCNA,2019-11-26,--
PANW,2019-11-25,amc
A,2019-11-25,amc
JEC,2019-11-25,bmo
AMBA,2019-11-25,amc
NAT,2019-11-25,bmo
GSM,2019-11-25,--
BECN,2019-11-25,amc
ITRN,2019-11-25,bmo
MNR,2019-11-25,amc
ENTA,2019-11-25,--
GBDC,2019-11-25,amc
CAAP,2019-11-25,--
VIOT,2019-11-25,--
OGI,2019-11-25,bmo
FULC,2019-11-25,--
VEEV,2019-11-26,amc
BBY,2019-11-26,bmo
ANF,2019-11-26,bmo
DELL,2019-11-26,amc
DKS,2019-11-26,bmo
NTNX,2019-11-26,--
ADSK,2019-11-26,amc
BNS,2019-11-26,bmo
ADI,2019-11-26,bmo
CBRL,2019-11-26,--
GMLP,2019-11-26,bmo
BMA,2019-11-26,--
GLNG,2019-11-26,bmo
CENT,2019-11-26,--
EV,2019-11-26,--
CENTA,2019-11-26,--
QADA,2019-11-26,amc
HIBB,2019-11-26,--
OOMA,2019-11-26,--
NCNA,2019-11-26,--
DE,2019-11-27,bmo
BURL,2019-11-27,--
TIF,2019-11-27,--
BOX,2019-11-27,--
RY,2019-11-27,--
GES,2019-11-27,--
CHS,2019-11-27,--
SMTC,2019-11-27,--
BITA,2019-11-27,--
JILL,2019-11-27,--
PLAN,2019-11-27,--
ESTC,2019-11-27,--
GGAL,2019-11-27,--
SPWH,2019-11-27,--
ICLK,2019-11-27,--
MIRM,2019-11-27,--
POETF,2019-11-27,--
IEC,2019-11-27,--
ORMP,2019-11-27,--
PIXY,2019-11-27,--
YJ,2019-11-28,--
DOOO,2019-11-29,--
AFYA,2019-11-29,--
TNP,2019-11-29,--
CANF,2019-11-29,--
RH,2019-12-02,--
COUP,2019-12-02,--
SMAR,2019-12-02,--
DSX,2019-12-02,bmo
LOGC,2019-12-02,--
HX,2019-12-02,--
RH,2019-12-02,--
COUP,2019-12-02,--
SMAR,2019-12-02,--
DSX,2019-12-02,bmo
LOGC,2019-12-02,--
HX,2019-12-02,--
RH,2019-12-02,--
COUP,2019-12-02,--
SMAR,2019-12-02,--
DSX,2019-12-02,bmo
LOGC,2019-12-02,--
HX,2019-12-02,--
RH,2019-12-02,--
COUP,2019-12-02,--
SMAR,2019-12-02,--
DSX,2019-12-02,bmo
LOGC,2019-12-02,--
HX,2019-12-02,--
CRM,2019-12-03,amc
MRVL,2019-12-03,--
DG,2019-12-03,--
BMO,2019-12-03,bmo
AZO,2019-12-03,--
HPE,2019-12-03,--
MDB,2019-12-03,--
OLLI,2019-12-03,--
HQY,2019-12-03,--
ZS,2019-12-03,--
CONN,2019-12-03,--
TOL,2019-12-03,--
MOV,2019-12-03,--
GMS,2019-12-03,--
HDS,2019-12-03,--
GWRE,2019-12-03,--
DCI,2019-12-03,bmo
AVYA,2019-12-03,--
MCC,2019-12-03,--
EMKR,2019-12-03,--
RH,2019-12-02,--
COUP,2019-12-02,--
SMAR,2019-12-02,--
DSX,2019-12-02,bmo
LOGC,2019-12-02,--
HX,2019-12-02,--
RH,2019-12-02,--
COUP,2019-12-02,--
SMAR,2019-12-02,--
DSX,2019-12-02,bmo
LOGC,2019-12-02,--
HX,2019-12-02,--
CRM,2019-12-03,amc
MRVL,2019-12-03,--
DG,2019-12-03,--
BMO,2019-12-03,bmo
AZO,2019-12-03,--
HPE,2019-12-03,--
MDB,2019-12-03,--
OLLI,2019-12-03,--
HQY,2019-12-03,--
ZS,2019-12-03,--
CONN,2019-12-03,--
TOL,2019-12-03,--
MOV,2019-12-03,--
GMS,2019-12-03,--
HDS,2019-12-03,--
GWRE,2019-12-03,--
DCI,2019-12-03,bmo
AVYA,2019-12-03,--
MCC,2019-12-03,--
EMKR,2019-12-03,--
RH,2019-12-02,--
COUP,2019-12-02,--
SMAR,2019-12-02,--
DSX,2019-12-02,bmo
LOGC,2019-12-02,--
HX,2019-12-02,--
CRM,2019-12-03,amc
MRVL,2019-12-03,--
DG,2019-12-03,--
BMO,2019-12-03,bmo
AZO,2019-12-03,--
HPE,2019-12-03,--
MDB,2019-12-03,--
OLLI,2019-12-03,--
HQY,2019-12-03,--
ZS,2019-12-03,--
CONN,2019-12-03,--
TOL,2019-12-03,--
MOV,2019-12-03,--
GMS,2019-12-03,--
HDS,2019-12-03,--
GWRE,2019-12-03,--
DCI,2019-12-03,bmo
AVYA,2019-12-03,--
MCC,2019-12-03,--
EMKR,2019-12-03,--
CLDR,2019-12-04,--
MOMO,2019-12-04,--
FIVE,2019-12-04,--
TLYS,2019-12-04,amc
SNPS,2019-12-04,--
BF.B,2019-12-04,--
WORK,2019-12-04,--
DSGX,2019-12-04,amc
JW.A,2019-12-04,bmo
GEF,2019-12-04,--
KLXE,2019-12-04,--
HDSN,2019-12-04,--
LULU,2019-12-05,--
AVGO,2019-12-05,--
OKTA,2019-12-05,amc
AVAV,2019-12-05,--
ULTA,2019-12-05,amc
WDAY,2019-12-05,--
DLTR,2019-12-05,--
KR,2019-12-05,--
VMW,2019-12-05,--
TITN,2019-12-05,--
HPQ,2019-12-05,--
TECD,2019-12-05,--
THO,2019-12-05,--
TD,2019-12-05,bmo
GME,2019-12-05,--
ZUO,2019-12-05,--
PLCE,2019-12-05,--
SIG,2019-12-05,--
CMTL,2019-12-05,--
PVH,2019-12-05,--
DOCU,2019-12-05,--
GIII,2019-12-05,--
EXPR,2019-12-05,--
UNFI,2019-12-05,--
HOME,2019-12-05,--
SCWX,2019-12-05,--
VRNT,2019-12-05,--
AOBC,2019-12-05,--
CM,2019-12-05,--
DOMO,2019-12-05,--
ASYS,2019-12-05,--
MIK,2019-12-05,--
SAIC,2019-12-05,--
KFY,2019-12-05,--
HRB,2019-12-05,--
YEXT,2019-12-05,--
DLTH,2019-12-05,--
ZUMZ,2019-12-05,--
HMLP,2019-12-05,--
FIZZ,2019-12-05,--
MEI,2019-12-05,--
PDCO,2019-12-05,--
AMWD,2019-12-05,--
COO,2019-12-05,amc
GCO,2019-12-05,--
ZM,2019-12-05,amc
TTC,2019-12-05,--
CMD,2019-12-05,--
BLBD,2019-12-05,--
AMSWA,2019-12-05,--
LQDT,2019-12-05,--
CULP,2019-12-05,--
PHAS,2019-12-05,--
BBW,2019-12-05,--
KIRK,2019-12-05,--
CLGN,2019-12-05,--
BPMX,2019-12-05,--
BIG,2019-12-06,--
MTN,2019-12-06,--
JOUT,2019-12-06,--
SFIX,2019-12-09,--
CASY,2019-12-09,--
ROAD,2019-12-09,--
NX,2019-12-09,--
CDMO,2019-12-09,--
INSE,2019-12-09,--
ASPU,2019-12-09,--
SEAC,2019-12-09,--
AEO,2019-12-10,--
PLAY,2019-12-10,--
PVTL,2019-12-10,--
ARWR,2019-12-10,--
DBI,2019-12-10,--
AXNX,2019-12-10,--
PHX,2019-12-10,--
EMMA,2019-12-10,--
SMMT,2019-12-10,--
MMMB,2019-12-10,--
CTXR,2019-12-10,--
TLRD,2019-12-11,amc
PLAB,2019-12-11,--
NDSN,2019-12-11,--
OXM,2019-12-11,--
VRA,2019-12-11,bmo
AVXL,2019-12-11,--
DLHC,2019-12-11,amc
ADBE,2019-12-12,--
COST,2019-12-12,--
CIEN,2019-12-12,--
VERU,2019-12-12,--
GNSS,2019-12-12,--
EPIX,2019-12-12,--
ONCS,2019-12-13,--
UBA,2019-12-13,--
KALV,2019-12-13,--
VIRC,2019-12-13,--
AEO,2019-12-10,--
PLAY,2019-12-10,--
PVTL,2019-12-10,--
ARWR,2019-12-10,--
DBI,2019-12-10,--
AXNX,2019-12-10,--
PHX,2019-12-10,--
EMMA,2019-12-10,--
SMMT,2019-12-10,--
MMMB,2019-12-10,--
CTXR,2019-12-10,--
TLRD,2019-12-11,amc
PLAB,2019-12-11,--
NDSN,2019-12-11,--
OXM,2019-12-11,--
VRA,2019-12-11,bmo
AVXL,2019-12-11,--
DLHC,2019-12-11,amc
ADBE,2019-12-12,--
COST,2019-12-12,--
CIEN,2019-12-12,--
VERU,2019-12-12,--
GNSS,2019-12-12,--
EPIX,2019-12-12,--
ONCS,2019-12-13,--
UBA,2019-12-13,--
KALV,2019-12-13,--
VIRC,2019-12-13,--
ORCL,2019-12-16,--
CSBR,2019-12-16,--
HEI,2019-12-16,--
LAKE,2019-12-16,--
CVALF,2019-12-16,--
MU,2019-12-17,--
FDX,2019-12-17,amc
SCS,2019-12-17,--
DRI,2019-12-17,--
JBL,2019-12-17,--
NAV,2019-12-17,--
ABM,2019-12-17,--
FDS,2019-12-17,--
CHWY,2019-12-17,--
WOR,2019-12-17,--
AIR,2019-12-17,--
LOVE,2019-12-17,--
OTLK,2019-12-17,--
GIS,2019-12-18,--
RAD,2019-12-18,--
PAYX,2019-12-18,--
WGO,2019-12-18,--
MLHR,2019-12-18,--
REVG,2019-12-18,--
TWST,2019-12-18,--
NKE,2019-12-19,--
WBA,2019-12-19,--
BB,2019-12-19,--
ACN,2019-12-19,--
CAG,2019-12-19,--
CCL,2019-12-19,--
CTAS,2019-12-19,--
NEOG,2019-12-19,--
SAFM,2019-12-19,--
EPAC,2019-12-19,--
SCHL,2019-12-19,--
APOG,2019-12-19,--
CAMP,2019-12-19,--
CVM,2019-12-19,--
ETON,2019-12-19,--
SHLO,2019-12-19,--
KMX,2019-12-20,--
KMX,2019-12-20,--
MRUS,2019-12-26,--
MRUS,2019-12-26,--
