,symbol,sector,industry
3216,SESN,Healthcare,Biotechnology
3217,SF,Financial Services,Capital Markets
3218,SFBS,Financial Services,Banks - Regional - US
3219,SFE,Financial Services,Asset Management
3220,SFIX,Consumer Cyclical,Specialty Retail
3221,SFL,Industrials,Shipping & Ports
3222,SFLY,NULL,NULL
3223,SFM,Consumer Defensive,Grocery Stores
3224,SFNC,Financial Services,Banks - Regional - US
3225,SFS,NULL,NULL
3226,SFST,Financial Services,Banks - Regional - US
3227,SFUN,Technology,Internet Content & Information
3228,SGA,Consumer Cyclical,Broadcasting - Radio
3229,SGC,Consumer Cyclical,Apparel Manufacturing
3230,SGEN,Healthcare,Biotechnology
3231,SGH,Technology,Semiconductor Memory
3232,SGLB,Technology,Information Technology Services
3233,SGMO,Healthcare,Biotechnology
3234,SGMS,Consumer Cyclical,Gambling
3235,SGRP,Industrials,Business Services
3236,SGRY,Healthcare,Medical Care
3237,SGYP,NULL,NULL
3238,SHAK,Consumer Cyclical,Restaurants
3239,SHBI,Financial Services,Banks - Regional - US
3240,SHEN,Communication Services,Telecom Services
3241,SHIP,Industrials,Shipping & Ports
3242,SHLO,Consumer Cyclical,Auto Parts
3243,SHLX,Energy,Oil & Gas Midstream
3244,SHO,Real Estate,REIT - Hotel & Motel
3245,SHOO,Consumer Cyclical,Footwear & Accessories
3246,SHOP,Technology,Software - Application
3247,SHSP,Consumer Cyclical,Marketing Services
3248,SHW,Basic Materials,Specialty Chemicals
3249,SIBN,Healthcare,Medical Devices
3250,SIC,Consumer Cyclical,Residential Construction
3251,SID,Basic Materials,Steel
3252,SIEN,Healthcare,Medical Instruments & Supplies
3253,SIG,Consumer Cyclical,Luxury Goods
3254,SIGA,Healthcare,Biotechnology
3255,SIGI,Financial Services,Insurance - Property & Casualty
3256,SIGM,Technology,Semiconductors
3257,SILC,Technology,Communication Equipment
3258,SILK,Healthcare,Medical Devices
3259,SIMO,Technology,Semiconductor Memory
3260,SINA,Technology,Internet Content & Information
3261,SIRI,Consumer Cyclical,Broadcasting - Radio
3262,SITC,Real Estate,REIT - Retail
3263,SITE,Industrials,Industrial Distribution
3264,SITO,Communication Services,Telecom Services
3265,SIVB,Financial Services,Banks - Regional - US
3266,SIX,Consumer Cyclical,Leisure
3267,SJI,Utilities,Utilities - Diversified
3268,SJM,Consumer Defensive,Packaged Foods
3269,SJR,Communication Services,Telecom Services
3270,SJW,Utilities,Utilities - Regulated Water
3271,SKIS,NULL,NULL
3272,SKT,Real Estate,REIT - Retail
3273,SKX,Consumer Cyclical,Footwear & Accessories
3274,SKY,Consumer Cyclical,Residential Construction
3275,SKYS,Utilities,Utilities - Independent Power Producers
3276,SKYW,Industrials,Airlines
3277,SLAB,Technology,Semiconductors
3278,SLB,Energy,Oil & Gas Equipment & Services
3279,SLCA,Basic Materials,Industrial Metals & Minerals
3280,SLDB,Healthcare,Drug Manufacturers - Specialty & Generic
3281,SLF,Financial Services,Insurance - Diversified
3282,SLG,Real Estate,REIT - Office
3283,SLGG,Technology,Electronic Gaming & Multimedia
3284,SLGN,Consumer Cyclical,Packaging & Containers
3285,SLM,Financial Services,Credit Services
3286,SLNO,Healthcare,Diagnostics & Research
3287,SLP,Technology,Health Information Services
3288,SLRC,Financial Services,Asset Management
3289,SLS,Healthcare,Biotechnology
3290,SM,Energy,Oil & Gas E&P
3291,SMAR,Technology,Software - Application
3292,SMBK,Financial Services,Banks - Regional - US
3293,SMCI,Technology,Computer Systems
3294,SMED,Industrials,Waste Management
3295,SMG,Basic Materials,Agricultural Inputs
3296,SMI,NULL,NULL
3297,SMLP,Energy,Oil & Gas Midstream
3298,SMLR,Healthcare,Medical Devices
3299,SMMT,Healthcare,Biotechnology
3300,SMP,Consumer Cyclical,Auto Parts
3301,SMPL,Consumer Defensive,Packaged Foods
3302,SMRT,Consumer Cyclical,Apparel Stores
3303,SMSI,Technology,Software - Application
3304,SMTC,Technology,Semiconductors
3305,SMTS,Basic Materials,Industrial Metals & Minerals
3306,SMTX,Technology,Contract Manufacturers
3307,SN,NULL,NULL
3308,SNA,Industrials,Tools & Accessories
3309,SNAP,Technology,Internet Content & Information
3310,SNBR,Consumer Cyclical,Home Furnishings & Fixtures
3311,SNCR,Technology,Software - Application
3312,SND,Basic Materials,Industrial Metals & Minerals
3313,SNDR,Industrials,Trucking
3314,SNDX,Healthcare,Biotechnology
3315,SNE,Technology,Consumer Electronics
3316,SNES,Basic Materials,Agricultural Inputs
3317,SNH,Real Estate,REIT - Healthcare Facilities
3318,SNHY,NULL,NULL
3319,SNMP,Energy,Oil & Gas Midstream
3320,SNN,Healthcare,Medical Devices
3321,SNOA,Healthcare,Drug Manufacturers - Specialty & Generic
3322,SNPS,Technology,Software - Application
3323,SNR,Real Estate,REIT - Diversified
3324,SNSS,Healthcare,Biotechnology
3325,SNV,Financial Services,Banks - Regional - US
3326,SNX,Technology,Information Technology Services
3327,SNY,Healthcare,Drug Manufacturers - Major
3328,SO,Utilities,Utilities - Regulated Electric
3329,SOFO,Technology,Software - Application
3330,SOGO,Technology,Internet Content & Information
3331,SOHO,Real Estate,REIT - Hotel & Motel
3332,SOHU,Technology,Internet Content & Information
3333,SOI,Energy,Oil & Gas Equipment & Services
3334,SOL,Technology,Solar
3335,SON,Consumer Cyclical,Packaging & Containers
3336,SONA,Financial Services,Banks - Regional - US
3337,SONO,Technology,Consumer Electronics
3338,SORL,Consumer Cyclical,Auto Parts
3339,SP,Industrials,Business Services
3340,SPA,NULL,NULL
3341,SPAR,Industrials,Truck Manufacturing
3342,SPB,Consumer Defensive,Household & Personal Products
3343,SPCB,Industrials,Security & Protection Services
3344,SPG,Real Estate,REIT - Retail
3345,SPGI,Financial Services,Capital Markets
3346,SPH,Utilities,Utilities - Regulated Gas
3347,SPHS,Healthcare,Biotechnology
3348,SPKE,Utilities,Utilities - Regulated Electric
3349,SPLK,Technology,Software - Application
3350,SPN,NULL,NULL
3351,SPNE,Healthcare,Medical Devices
3352,SPNS,Technology,Software - Application
3353,SPOT,Technology,Internet Content & Information
3354,SPPI,Healthcare,Biotechnology
3355,SPR,Industrials,Aerospace & Defense
3356,SPRT,Technology,Software - Infrastructure
3357,SPSC,Technology,Software - Infrastructure
3358,SPTN,Consumer Defensive,Food Distribution
3359,SPWH,Consumer Cyclical,Leisure
3360,SPWR,Technology,Solar
3361,SPXC,Industrials,Diversified Industrials
3362,SQ,Technology,Software - Application
3363,SQBG,Consumer Cyclical,Apparel Manufacturing
3364,SQM,Basic Materials,Chemicals
3365,SQNS,Technology,Semiconductors
3366,SR,Utilities,Utilities - Regulated Gas
3367,SRAX,Consumer Cyclical,Advertising Agencies
3368,SRC,Real Estate,REIT - Diversified
3369,SRCE,Financial Services,Banks - Regional - US
3370,SRCI,Energy,Oil & Gas E&P
3371,SRCL,Industrials,Waste Management
3372,SRDX,Healthcare,Diagnostics & Research
3373,SRE,Utilities,Utilities - Diversified
3374,SREV,Technology,Software - Infrastructure
3375,SRG,Real Estate,REIT - Retail
3376,SRI,Consumer Cyclical,Auto Parts
3377,SRLP,Energy,Oil & Gas Refining & Marketing
3378,SRPT,Healthcare,Biotechnology
3379,SRT,Industrials,Business Services
3380,SRTS,Healthcare,Medical Devices
3381,SSB,Financial Services,Banks - Regional - US
3382,SSBI,Financial Services,Banks - Regional - US
3383,SSD,Industrials,Tools & Accessories
3384,SSI,Consumer Cyclical,Apparel Stores
3385,SSKN,Healthcare,Medical Instruments & Supplies
3386,SSNC,Technology,Software - Application
3387,SSP,Consumer Cyclical,Broadcasting - TV
3388,SSRM,Basic Materials,Gold
3389,SSTI,Technology,Software - Application
3390,SSTK,Technology,Internet Content & Information
3391,SSW,Industrials,Shipping & Ports
3392,SSYS,Technology,Computer Systems
3393,ST,Technology,Scientific & Technical Instruments
3394,STAA,Healthcare,Medical Instruments & Supplies
3395,STAF,Industrials,Staffing & Outsourcing Services
3396,STAG,Real Estate,REIT - Industrial
3397,STAR,Real Estate,REIT - Diversified
3398,STAY,Consumer Cyclical,Lodging
3399,STBA,Financial Services,Banks - Regional - US
3400,STC,Financial Services,Insurance - Property & Casualty
3401,STE,Healthcare,Medical Instruments & Supplies
3402,STFC,Financial Services,Insurance - Property & Casualty
3403,STI,Financial Services,Banks - Regional - US
3404,STIM,Healthcare,Diagnostics & Research
3405,STKL,Consumer Defensive,Packaged Foods
3406,STKS,Consumer Cyclical,Restaurants
3407,STL,Financial Services,Banks - Regional - US
3408,STLD,Basic Materials,Steel
3409,STLY,Industrials,Conglomerates
3410,STM,Technology,Semiconductors
3411,STML,Healthcare,Biotechnology
3412,STMP,Technology,Software - Application
3413,STN,Industrials,Engineering & Construction
3414,STNE,Technology,Software - Application
3415,STNG,Industrials,Shipping & Ports
3416,STON,Consumer Cyclical,Personal Services
3417,STOR,Real Estate,REIT - Diversified
3418,STRA,Consumer Defensive,Education & Training Services
3419,STRL,Industrials,Engineering & Construction
3420,STRM,Technology,Health Information Services
3421,STRT,Consumer Cyclical,Auto Parts
3422,STT,Financial Services,Asset Management
3423,STWD,Real Estate,REIT - Diversified
3424,STX,Technology,Data Storage
3425,STXB,Financial Services,Banks - Regional - US
3426,STZ,Consumer Defensive,Beverages - Wineries & Distilleries
3427,SU,Energy,Oil & Gas Integrated
3428,SUI,Real Estate,REIT - Residential
3429,SUM,Basic Materials,Building Materials
3430,SUMR,Consumer Defensive,Household & Personal Products
3431,SUN,Energy,Oil & Gas Refining & Marketing
3432,SUNS,Financial Services,Asset Management
3433,SUNW,Technology,Solar
3434,SUP,Consumer Cyclical,Auto Parts
3435,SUPN,Healthcare,Drug Manufacturers - Specialty & Generic
3436,SUPV,Financial Services,Banks - Regional - Latin America
3437,SURF,Healthcare,Biotechnology
3438,SVA,Healthcare,Biotechnology
3439,SVM,Basic Materials,Silver
3440,SVMK,Technology,Software - Application
3441,SVRA,Healthcare,Biotechnology
3442,SWAV,Healthcare,Medical Devices
3443,SWCH,Technology,Information Technology Services
3444,SWI,Technology,Software - Infrastructure
3445,SWIR,Technology,Communication Equipment
3446,SWK,Industrials,Tools & Accessories
3447,SWKS,Technology,Semiconductors
3448,SWM,Basic Materials,Paper & Paper Products
3449,SWN,Energy,Oil & Gas E&P
3450,SWX,Utilities,Utilities - Regulated Gas
3451,SXC,Basic Materials,Coal
3452,SXCP,NULL,NULL
3453,SXE,NULL,NULL
3454,SXI,Industrials,Diversified Industrials
3455,SXT,Basic Materials,Specialty Chemicals
3456,SY,Technology,Health Information Services
3457,SYBT,Financial Services,Banks - Regional - US
3458,SYBX,Healthcare,Biotechnology
3459,SYF,Financial Services,Credit Services
3460,SYK,Healthcare,Medical Devices
3461,SYKE,Technology,Information Technology Services
3462,SYMC,Technology,Software - Application
3463,SYN,Healthcare,Biotechnology
3464,SYNA,Technology,Semiconductors
3465,SYNC,Technology,Internet Content & Information
3466,SYNH,Healthcare,Diagnostics & Research
3467,SYNL,Basic Materials,Steel
3468,SYPR,Consumer Cyclical,Auto Parts
3469,SYRS,Healthcare,Biotechnology
3470,SYX,Consumer Cyclical,Specialty Retail
3471,SYY,Consumer Defensive,Food Distribution
3472,T,Communication Services,Telecom Services
3473,TA,Consumer Cyclical,Specialty Retail
3474,TAC,Utilities,Utilities - Independent Power Producers
3475,TACO,Consumer Cyclical,Restaurants
3476,TACT,Technology,Computer Systems
3477,TAHO,NULL,NULL
3478,TAL,Consumer Defensive,Education & Training Services
3479,TALO,Energy,Oil & Gas E&P
3480,TAP,Consumer Defensive,Beverages - Brewers
3481,TARO,Healthcare,Drug Manufacturers - Specialty & Generic
3482,TAST,Consumer Cyclical,Restaurants
3483,TAT,Energy,Oil & Gas E&P
3484,TBBK,Financial Services,Banks - Regional - US
3485,TBI,Industrials,Staffing & Outsourcing Services
3486,TBK,Financial Services,Banks - Regional - US
3487,TBNK,Financial Services,Savings & Cooperative Banks
3488,TBPH,Healthcare,Biotechnology
3489,TC,Technology,Internet Content & Information
3490,TCBI,Financial Services,Banks - Regional - US
3491,TCBK,Financial Services,Banks - Regional - US
3492,TCDA,Healthcare,Drug Manufacturers - Specialty & Generic
3493,TCF,Financial Services,Banks - Regional - US
3494,TCFC,Financial Services,Banks - Regional - US
3495,TCMD,Healthcare,Medical Devices
3496,TCO,Real Estate,REIT - Retail
3497,TCON,Healthcare,Biotechnology
3498,TCP,Energy,Oil & Gas Midstream
3499,TCPC,Financial Services,Asset Management
3500,TCRD,Financial Services,Asset Management
3501,TCRR,Healthcare,Biotechnology
3502,TCS,Consumer Cyclical,Specialty Retail
3503,TCX,Technology,Internet Content & Information
3504,TD,Financial Services,Banks - Global
3505,TDC,Technology,Information Technology Services
3506,TDG,Industrials,Aerospace & Defense
3507,TDOC,Technology,Health Information Services
3508,TDS,Communication Services,Telecom Services
3509,TDW,Energy,Oil & Gas Equipment & Services
3510,TDY,Technology,Scientific & Technical Instruments
3511,TEAM,Technology,Software - Application
3512,TECD,Technology,Computer Distribution
3513,TECH,Healthcare,Biotechnology
3514,TECK,Basic Materials,Industrial Metals & Minerals
3515,TEDU,Consumer Defensive,Education & Training Services
3516,TEF,Communication Services,Telecom Services
3517,TEL,Technology,Electronic Components
3518,TELL,Energy,Oil & Gas E&P
3519,TEN,Consumer Cyclical,Auto Parts
3520,TENB,Technology,Software - Infrastructure
3521,TENX,Healthcare,Biotechnology
3522,TEO,Communication Services,Telecom Services
3523,TER,Technology,Semiconductor Equipment & Materials
3524,TERP,Utilities,Utilities - Independent Power Producers
3525,TESS,Technology,Communication Equipment
3526,TEUM,Communication Services,Telecom Services
3527,TEVA,Healthcare,Drug Manufacturers - Specialty & Generic
3528,TEX,Industrials,Farm & Construction Equipment
3529,TFSL,Financial Services,Banks - Regional - US
3530,TFX,Healthcare,Medical Instruments & Supplies
3531,TGA,Energy,Oil & Gas E&P
3532,TGB,Basic Materials,Industrial Metals & Minerals
3533,TGE,Energy,Oil & Gas Midstream
3534,TGEN,Basic Materials,Building Materials
3535,TGH,Industrials,Rental & Leasing Services
3536,TGI,Industrials,Aerospace & Defense
3537,TGLS,Basic Materials,Building Materials
3538,TGNA,Consumer Cyclical,Broadcasting - TV
3539,TGP,Industrials,Shipping & Ports
3540,TGT,Consumer Defensive,Discount Stores
3541,TGTX,Healthcare,Biotechnology
3542,THC,Healthcare,Medical Care
3543,THFF,Financial Services,Banks - Regional - US
3544,THG,Financial Services,Insurance - Property & Casualty
3545,THO,Consumer Cyclical,Recreational Vehicles
3546,THOR,Healthcare,Biotechnology
3547,THR,Industrials,Diversified Industrials
3548,THRM,Consumer Cyclical,Auto Parts
3549,THS,Consumer Defensive,Packaged Foods
3550,THST,Consumer Defensive,Beverages - Wineries & Distilleries
3551,TIER,NULL,NULL
3552,TIF,Consumer Cyclical,Luxury Goods
3553,TIGO,Communication Services,Telecom Services
3554,TILE,Consumer Cyclical,Textile Manufacturing
3555,TIS,NULL,NULL
3556,TISA,NULL,NULL
3557,TISI,Industrials,Business Services
3558,TITN,Industrials,Industrial Distribution
3559,TIVO,Technology,Software - Application
3560,TJX,Consumer Cyclical,Apparel Stores
3561,TK,Energy,Oil & Gas Integrated
3562,TKR,Industrials,Tools & Accessories
3563,TLF,Consumer Cyclical,Specialty Retail
3564,TLGT,Healthcare,Drug Manufacturers - Specialty & Generic
3565,TLND,Technology,Software - Infrastructure
3566,TLP,NULL,NULL
3567,TLRA,Technology,Software - Application
3568,TLRD,Consumer Cyclical,Apparel Stores
3569,TLRY,Healthcare,Drug Manufacturers - Specialty & Generic
3570,TLYS,Consumer Cyclical,Apparel Stores
3571,TM,Consumer Cyclical,Auto Manufacturers
3572,TME,Technology,Internet Content & Information
3573,TMHC,Consumer Cyclical,Residential Construction
3574,TMK,NULL,NULL
3575,TMO,Healthcare,Diagnostics & Research
3576,TMP,Financial Services,Banks - Regional - US
3577,TMQ,Basic Materials,Industrial Metals & Minerals
3578,TMST,Basic Materials,Steel
3579,TMUS,Communication Services,Telecom Services
3580,TNAV,Technology,Internet Content & Information
3581,TNC,Industrials,Diversified Industrials
3582,TNDM,Healthcare,Medical Devices
3583,TNET,Industrials,Staffing & Outsourcing Services
3584,TNK,Industrials,Shipping & Ports
3585,TNP,Industrials,Shipping & Ports
3586,TNXP,Healthcare,Biotechnology
3587,TOCA,Healthcare,Biotechnology
3588,TOL,Consumer Cyclical,Residential Construction
3589,TOO,Industrials,Shipping & Ports
3590,TORC,Healthcare,Biotechnology
3591,TOT,Energy,Oil & Gas Integrated
3592,TOUR,Consumer Cyclical,Leisure
3593,TOWN,Financial Services,Banks - Regional - US
3594,TOWR,NULL,NULL
3595,TPB,Consumer Defensive,Tobacco
3596,TPC,Industrials,Engineering & Construction
3597,TPCO,Consumer Cyclical,Publishing
3598,TPH,Consumer Cyclical,Residential Construction
3599,TPIC,Industrials,Diversified Industrials
3600,TPR,Consumer Cyclical,Luxury Goods
3601,TPRE,Financial Services,Insurance - Reinsurance
3602,TPTX,Healthcare,Biotechnology
3603,TPVG,Financial Services,Asset Management
3604,TPX,Consumer Cyclical,Home Furnishings & Fixtures
3605,TRCB,NULL,NULL
3606,TRCH,Energy,Oil & Gas E&P
3607,TRCO,NULL,NULL
3608,TREC,Basic Materials,Chemicals
3609,TREE,Financial Services,Specialty Finance
3610,TREX,Basic Materials,Building Materials
3611,TRGP,Energy,Oil & Gas Midstream
3612,TRHC,Technology,Health Information Services
3613,TRI,Financial Services,Capital Markets
3614,TRIB,Healthcare,Diagnostics & Research
3615,TRIP,Consumer Cyclical,Leisure
3616,TRK,NULL,NULL
3617,TRMB,Technology,Scientific & Technical Instruments
3618,TRMK,Financial Services,Banks - Regional - US
3619,TRMT,Real Estate,REIT - Diversified
3620,TRN,Industrials,Railroads
3621,TRNO,Real Estate,REIT - Industrial
3622,TRNS,Technology,Scientific & Technical Instruments
3623,TROV,Healthcare,Biotechnology
3624,TROW,Financial Services,Asset Management
3625,TROX,Basic Materials,Chemicals
3626,TRP,Energy,Oil & Gas Midstream
3627,TRQ,Basic Materials,Copper
3628,TRS,Industrials,Diversified Industrials
3629,TRST,Financial Services,Banks - Regional - US
3630,TRTN,Industrials,Rental & Leasing Services
3631,TRTX,Real Estate,REIT - Diversified
3632,TRU,Industrials,Business Services
3633,TRUE,Technology,Internet Content & Information
3634,TRUP,Financial Services,Insurance - Specialty
3635,TRV,Financial Services,Insurance - Property & Casualty
3636,TRVG,Technology,Internet Content & Information
3637,TRVN,Healthcare,Biotechnology
3638,TRWH,Consumer Cyclical,Resorts & Casinos
3639,TRXC,Healthcare,Medical Devices
3640,TS,Energy,Oil & Gas Equipment & Services
3641,TSBK,Financial Services,Savings & Cooperative Banks
3642,TSC,Financial Services,Banks - Regional - US
3643,TSCO,Consumer Cyclical,Specialty Retail
3644,TSE,Consumer Cyclical,Rubber & Plastics
3645,TSEM,Technology,Semiconductors
3646,TSG,Consumer Cyclical,Gambling
3647,TSLA,Consumer Cyclical,Auto Manufacturers
3648,TSLX,Financial Services,Asset Management
3649,TSM,Technology,Semiconductors
3650,TSN,Consumer Defensive,Farm Products
3651,TSQ,Consumer Cyclical,Broadcasting - Radio
3652,TSS,NULL,NULL
3653,TST,NULL,NULL
3654,TSU,Communication Services,Telecom Services
3655,TTC,Industrials,Tools & Accessories
3656,TTD,Technology,Software - Application
3657,TTEC,Industrials,Business Services
3658,TTEK,Industrials,Engineering & Construction
3659,TTGT,Technology,Internet Content & Information
3660,TTI,Energy,Oil & Gas Equipment & Services
3661,TTMI,Technology,Contract Manufacturers
3662,TTNP,Healthcare,Biotechnology
3663,TTOO,Healthcare,Diagnostics & Research
3664,TTPH,Healthcare,Biotechnology
3665,TTS,Consumer Cyclical,Home Improvement Stores
3666,TTWO,Technology,Electronic Gaming & Multimedia
3667,TU,Communication Services,Telecom Services
3668,TUES,Consumer Defensive,Discount Stores
3669,TUFN,Technology,Software - Infrastructure
3670,TUP,Consumer Cyclical,Packaging & Containers
3671,TUSK,Energy,Oil & Gas Equipment & Services
3672,TV,Consumer Cyclical,Broadcasting - TV
3673,TVPT,NULL,NULL
3674,TVTY,Healthcare,Medical Care
3675,TW,Financial Services,Capital Markets
3676,TWI,Industrials,Farm & Construction Equipment
3677,TWIN,Industrials,Diversified Industrials
3678,TWLO,Technology,Software - Application
3679,TWNK,Consumer Defensive,Packaged Foods
3680,TWO,Real Estate,REIT - Residential
3681,TWOU,Consumer Defensive,Education & Training Services
3682,TWST,Healthcare,Diagnostics & Research
3683,TWTR,Technology,Internet Content & Information
3684,TX,Basic Materials,Steel
3685,TXMD,Healthcare,Drug Manufacturers - Major
3686,TXN,Technology,Semiconductors
3687,TXRH,Consumer Cyclical,Restaurants
3688,TXT,Industrials,Aerospace & Defense
3689,TYL,Technology,Software - Application
3690,TYPE,NULL,NULL
3691,TZOO,Technology,Internet Content & Information
3692,UA,Consumer Cyclical,Apparel Manufacturing
3693,UAA,Consumer Cyclical,Apparel Manufacturing
3694,UAL,Industrials,Airlines
3695,UAN,Basic Materials,Agricultural Inputs
3696,UBA,Real Estate,REIT - Retail
3697,UBER,Technology,Software - Application
3698,UBNK,NULL,NULL
3699,UBNT,NULL,NULL
3700,UBS,Financial Services,Banks - Global
3701,UBSH,NULL,NULL
3702,UBSI,Financial Services,Banks - Regional - US
3703,UBX,Healthcare,Biotechnology
3704,UCBI,Financial Services,Banks - Regional - US
3705,UCFC,Financial Services,Savings & Cooperative Banks
3706,UCTT,Technology,Semiconductor Equipment & Materials
3707,UDR,Real Estate,REIT - Residential
3708,UE,Real Estate,REIT - Diversified
3709,UEIC,Technology,Consumer Electronics
3710,UEPS,Technology,Software - Infrastructure
3711,UFAB,Consumer Cyclical,Auto Parts
3712,UFCS,Financial Services,Insurance - Property & Casualty
3713,UFI,Consumer Cyclical,Textile Manufacturing
3714,UFPI,Basic Materials,Lumber & Wood Production
3715,UFPT,Consumer Cyclical,Packaging & Containers
3716,UFS,Basic Materials,Paper & Paper Products
3717,UGI,Utilities,Utilities - Regulated Gas
3718,UGP,Energy,Oil & Gas Refining & Marketing
3719,UHAL,Industrials,Rental & Leasing Services
3720,UHS,Healthcare,Medical Care
3721,UIHC,Financial Services,Insurance - Property & Casualty
3722,UIS,Technology,Information Technology Services
3723,ULBI,Industrials,Diversified Industrials
3724,ULH,Industrials,Trucking
3725,ULTA,Consumer Cyclical,Specialty Retail
3726,ULTI,NULL,NULL
3727,UMBF,Financial Services,Banks - Regional - US
3728,UMC,Technology,Semiconductors
3729,UMH,Real Estate,REIT - Residential
3730,UMPQ,Financial Services,Banks - Regional - US
3731,UMRX,Healthcare,Biotechnology
3732,UNF,Consumer Cyclical,Apparel Manufacturing
3733,UNFI,Consumer Defensive,Food Distribution
3734,UNH,Healthcare,Health Care Plans
3735,UNIT,Real Estate,REIT - Industrial
3736,UNM,Financial Services,Insurance - Life
3737,UNP,Industrials,Railroads
3738,UNT,Energy,Oil & Gas Drilling
3739,UNVR,Basic Materials,Chemicals
3740,UPL,NULL,NULL
3741,UPLD,Technology,Software - Application
3742,UPS,Industrials,Integrated Shipping & Logistics
3743,UPWK,Technology,Internet Content & Information
3744,UQM,NULL,NULL
3745,URBN,Consumer Cyclical,Apparel Stores
3746,URG,Basic Materials,Industrial Metals & Minerals
3747,URGN,Healthcare,Biotechnology
3748,URI,Industrials,Rental & Leasing Services
3749,UROV,Healthcare,Biotechnology
3750,USAC,Energy,Oil & Gas Equipment & Services
3751,USAK,Industrials,Trucking
3752,USAP,Basic Materials,Steel
3753,USAT,Technology,Software - Infrastructure
3754,USB,Financial Services,Banks - Regional - US
3755,USCR,Basic Materials,Building Materials
3756,USDP,Industrials,Railroads
3757,USEG,Energy,Oil & Gas E&P
3758,USFD,Consumer Defensive,Food Distribution
3759,USG,NULL,NULL
3760,USIO,Technology,Software - Infrastructure
3761,USM,Communication Services,Telecom Services
3762,USNA,Consumer Defensive,Household & Personal Products
3763,USPH,Healthcare,Medical Care
3764,USWS,Industrials,Diversified Industrials
3765,USX,Industrials,Trucking
3766,UTHR,Healthcare,Biotechnology
3767,UTI,Consumer Defensive,Education & Training Services
3768,UTL,Utilities,Utilities - Diversified
3769,UTSI,Communication Services,Telecom Services
3770,UTX,Industrials,Aerospace & Defense
3771,UVE,Financial Services,Insurance - Property & Casualty
3772,UVSP,Financial Services,Banks - Regional - US
3773,UVV,Consumer Defensive,Tobacco
3774,UWN,NULL,NULL
3775,UXIN,Technology,Internet Content & Information
3776,V,Financial Services,Credit Services
3777,VAC,Consumer Cyclical,Resorts & Casinos
3778,VALE,Basic Materials,Industrial Metals & Minerals
3779,VAPO,Healthcare,Medical Devices
3780,VAR,Healthcare,Medical Instruments & Supplies
3781,VBIV,Healthcare,Biotechnology
3782,VBLT,Healthcare,Biotechnology
3783,VBTX,Financial Services,Banks - Regional - US
3784,VC,Consumer Cyclical,Auto Parts
3785,VCEL,Healthcare,Biotechnology
3786,VCNX,Healthcare,Biotechnology
3787,VCRA,Technology,Communication Equipment
3788,VCTR,Financial Services,Asset Management
3789,VCYT,Healthcare,Biotechnology
3790,VEC,Industrials,Aerospace & Defense
3791,VECO,Technology,Semiconductor Equipment & Materials
3792,VEEV,Technology,Health Information Services
3793,VER,Real Estate,REIT - Diversified
3794,VERI,Technology,Software - Infrastructure
3795,VERU,Healthcare,Drug Manufacturers - Specialty & Generic
3796,VET,Energy,Oil & Gas E&P
3797,VFC,Consumer Cyclical,Apparel Manufacturing
3798,VG,Communication Services,Telecom Services
3799,VGR,Consumer Defensive,Tobacco
3800,VIA,Consumer Cyclical,Media - Diversified
3801,VIAB,Consumer Cyclical,Media - Diversified
3802,VIAV,Technology,Communication Equipment
3803,VICI,Real Estate,REIT - Diversified
3804,VICL,NULL,NULL
3805,VICR,Technology,Electronic Components
3806,VIOT,Technology,Consumer Electronics
3807,VIPS,Consumer Cyclical,Specialty Retail
3808,VIRC,Industrials,Business Equipment
3809,VIRT,Financial Services,Capital Markets
3810,VISI,NULL,NULL
3811,VIV,Communication Services,Telecom Services
3812,VIVE,Healthcare,Medical Devices
3813,VIVO,Healthcare,Diagnostics & Research
3814,VJET,Technology,Computer Systems
3815,VKTX,Healthcare,Biotechnology
3816,VLO,Energy,Oil & Gas Refining & Marketing
3817,VLRS,Industrials,Airlines
3818,VLRX,Healthcare,Medical Instruments & Supplies
3819,VLY,Financial Services,Banks - Regional - US
3820,VMC,Basic Materials,Building Materials
3821,VMI,Industrials,Metal Fabrication
3822,VMW,Technology,Software - Infrastructure
3823,VNCE,Consumer Cyclical,Apparel Manufacturing
3824,VNDA,Healthcare,Biotechnology
3825,VNET,Technology,Information Technology Services
3826,VNO,Real Estate,REIT - Office
3827,VNOM,Energy,Oil & Gas Midstream
3828,VNRX,Healthcare,Diagnostics & Research
3829,VNTR,Basic Materials,Specialty Chemicals
3830,VOXX,Consumer Cyclical,Auto Parts
3831,VOYA,Financial Services,Asset Management
3832,VPG,Technology,Scientific & Technical Instruments
3833,VRA,Consumer Cyclical,Footwear & Accessories
3834,VRAY,Healthcare,Medical Devices
3835,VREX,Healthcare,Medical Devices
3836,VRML,Healthcare,Diagnostics & Research
3837,VRNA,Healthcare,Biotechnology
3838,VRNS,Technology,Software - Infrastructure
3839,VRNT,Technology,Software - Application
3840,VRRM,Industrials,Security & Protection Services
3841,VRS,Basic Materials,Paper & Paper Products
3842,VRSK,Industrials,Business Services
3843,VRSN,Technology,Internet Content & Information
3844,VRTS,Financial Services,Asset Management
3845,VRTU,Technology,Information Technology Services
3846,VRTV,Industrials,Business Equipment
3847,VRTX,Healthcare,Biotechnology
3848,VSAT,Technology,Communication Equipment
3849,VSEC,Industrials,Engineering & Construction
3850,VSH,Technology,Semiconductors
3851,VSI,Consumer Cyclical,Specialty Retail
3852,VSLR,Technology,Solar
